,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
3745,D,49,27,D,W,W,L,L,L,8,-17,22,11,-4.0
3746,H,41,31,W,L,L,L,W,L,-2,-33,10,-2,-4.0
3747,A,27,24,L,W,L,L,L,L,-35,-34,3,2,-3.0
3748,H,27,35,L,L,L,L,D,W,-17,-9,-8,-8,-7.0
3749,D,41,72,W,W,D,W,W,W,-15,51,-31,-8,14.0
3750,D,55,42,D,W,L,D,W,L,21,-2,13,3,-5.0
3751,H,62,46,W,W,W,D,D,L,28,-4,16,9,-10.0
3752,D,32,43,L,D,W,D,W,W,-23,-3,-11,0,8.0
3753,H,74,32,W,W,W,L,L,L,54,-25,42,10,-10.0
3754,D,55,50,D,W,L,D,D,W,12,8,5,-3,1.0
3755,H,61,71,W,L,W,W,D,W,27,41,-10,-1,4.0
3756,D,31,23,L,L,W,D,L,L,-34,-32,8,-1,-3.0
3757,D,46,27,D,D,L,L,L,W,-4,-38,19,0,3.0
3758,A,42,50,D,W,W,D,D,W,-15,8,-8,-1,10.0
3759,D,42,32,D,W,L,L,D,W,-2,-23,10,-4,-13.0
3760,A,62,73,L,W,W,D,L,W,27,50,-11,-1,9.0
3761,A,43,32,L,D,W,L,L,L,-4,-26,11,4,-1.0
3762,H,38,27,L,W,L,W,L,L,-8,-36,11,4,-4.0
3763,H,64,77,W,W,L,W,W,W,28,55,-13,-1,5.0
3764,A,24,58,D,D,L,W,D,W,-32,13,-34,-3,8.0
3765,H,32,71,D,L,L,L,W,D,-34,40,-39,-6,7.0
3766,H,56,31,D,D,W,W,D,L,21,-16,25,4,-7.0
3767,A,28,58,D,L,L,W,D,W,-38,13,-30,-4,11.0
3768,D,71,62,L,W,D,L,W,W,40,27,9,1,-6.0
3769,D,32,24,L,L,L,D,D,L,-26,-32,8,-2,-1.0
3770,A,28,41,L,D,L,W,L,W,-40,-7,-13,-3,1.0
3771,H,76,64,W,D,L,L,W,W,51,26,12,1,-7.0
3772,H,31,35,L,W,D,W,D,L,-19,-33,-4,-3,-2.0
3773,D,34,43,D,D,L,L,D,D,-23,-16,-9,-2,5.0
3774,H,61,47,W,W,D,D,L,D,15,-8,14,7,-14.0
3775,A,27,59,L,W,L,W,D,D,-37,24,-32,-5,18.0
3776,H,77,43,L,W,W,L,L,D,54,-11,34,5,-9.0
3777,H,54,43,W,D,D,L,D,D,9,-3,11,4,-2.0
3778,H,47,27,D,L,D,L,W,L,-8,-37,20,0,0.0
3779,H,63,61,D,L,W,W,W,D,27,15,2,0,4.0
3780,H,25,35,D,L,D,D,D,D,-33,-23,-10,-1,-6.0
3781,D,44,57,D,L,L,W,W,D,-11,10,-13,-4,7.0
3782,H,67,36,W,L,W,D,W,L,27,-25,31,5,-5.0
3783,H,46,34,W,L,D,W,L,W,-2,-18,12,1,-2.0
3784,A,62,80,W,W,D,W,L,W,28,61,-18,-1,-1.0
3785,A,44,79,W,W,L,W,W,D,-6,53,-35,-1,15.0
3786,H,44,72,D,L,D,D,L,L,-16,39,-28,1,11.0
3787,D,35,28,L,W,D,L,L,D,-34,-41,7,3,-6.0
3788,A,46,44,W,L,D,D,L,L,-2,-11,2,3,-5.0
3789,A,66,67,W,D,L,W,L,W,29,27,-1,1,2.0
3790,H,72,46,L,D,L,L,W,L,38,-3,26,-1,-3.0
3791,A,64,47,L,W,W,W,D,L,14,-15,17,4,-9.0
3792,H,36,50,L,D,W,W,L,D,-26,-8,-14,-1,-7.0
3793,H,27,70,L,L,L,W,W,L,-42,28,-43,-9,12.0
3794,H,83,36,W,W,L,D,L,W,63,-34,47,7,-8.0
3795,H,58,28,D,W,W,W,D,L,10,-31,30,3,-9.0
3796,D,29,62,D,L,L,L,W,W,-41,26,-33,-6,15.0
3797,H,82,47,W,W,W,W,D,L,54,-10,35,5,-11.0
3798,D,34,66,L,W,L,L,W,D,-19,28,-32,0,-1.0
3799,H,35,44,L,D,D,L,W,W,-25,-7,-9,-6,4.0
3830,H,7,5,W,W,D,D,W,D,7,2,2,2,-11.0
3831,D,1,7,L,D,L,W,D,W,-2,6,-6,-6,6.0
3832,H,3,5,D,D,D,D,D,W,0,1,-2,-2,-3.0
3833,D,4,3,L,W,D,L,L,W,2,-1,1,1,-5.0
3834,A,4,4,D,W,L,D,L,W,3,-2,0,0,0.0
3835,D,3,4,L,W,L,L,W,D,-6,0,-1,-1,16.0
3836,A,0,9,L,L,L,W,W,W,-8,14,-9,-9,16.0
3837,D,3,4,W,L,L,W,L,D,-9,0,-1,-1,3.0
3838,D,5,4,D,W,D,W,L,D,1,-2,1,1,2.0
3839,H,0,6,L,L,L,W,L,W,-4,-2,-6,-6,5.0
3840,D,6,5,L,W,L,L,D,W,-3,-1,1,1,-8.0
3841,D,4,6,D,L,L,W,D,D,-1,1,-2,-2,-2.0
3842,A,2,4,D,L,D,L,D,W,-2,1,-2,-2,-12.0
3843,D,3,0,W,L,L,L,L,L,-3,-10,3,3,-6.0
3844,D,5,10,D,W,L,W,W,W,0,10,-5,-5,10.0
3845,H,5,5,D,L,W,L,D,D,0,0,0,0,-11.0
3846,H,4,6,D,L,W,D,D,W,-6,1,-2,-2,11.0
3847,H,12,7,W,W,W,W,D,L,16,0,5,5,-19.0
3848,H,8,5,D,W,D,D,W,L,6,-2,3,3,-5.0
3849,A,4,5,D,W,L,D,L,W,-9,2,-1,-1,11.0
3850,A,11,7,D,W,W,W,D,L,10,-4,4,4,-17.0
3851,D,6,4,L,D,D,L,D,W,-1,-11,2,2,-7.0
3852,A,7,5,L,W,D,D,D,L,-4,-1,2,2,10.0
3853,D,7,2,D,W,D,L,D,L,1,-3,5,5,4.0
3854,D,5,6,L,D,W,D,D,W,-3,0,-1,-1,-6.0
3855,H,8,15,W,D,L,W,W,W,4,20,-7,-7,4.0
3856,H,1,8,D,L,L,W,D,L,-10,2,-7,-7,13.0
3857,D,6,11,D,L,D,W,D,W,-1,7,-5,-5,12.0
3858,A,7,4,W,L,D,D,W,L,2,-3,3,3,9.0
3859,A,5,7,L,L,D,D,L,W,-2,-3,-2,-2,9.0
3860,A,7,3,D,L,D,D,L,D,-1,-3,4,3,1.0
3861,H,7,8,W,D,W,W,D,D,-2,0,-1,2,1.0
3862,D,7,12,D,D,D,D,W,D,0,7,-5,-3,11.0
3863,H,8,10,L,W,D,W,D,L,1,-2,-2,0,-2.0
3864,D,10,7,W,W,D,D,D,L,-3,-1,3,4,6.0
3865,D,4,8,W,D,L,D,D,W,-9,1,-4,-3,5.0
3866,H,5,5,D,L,D,L,L,L,-11,-3,0,3,1.0
3867,H,15,11,L,W,W,L,D,W,19,9,4,2,-2.0
3868,A,6,7,D,L,D,L,L,W,-3,-5,-1,1,-13.0
3869,H,11,7,W,W,D,L,W,L,5,1,4,3,-15.0
3870,H,11,7,L,L,D,L,D,L,7,-3,4,4,-6.0
3871,D,10,18,L,W,D,W,L,W,-3,21,-8,-5,5.0
3872,H,8,10,D,D,D,W,W,D,-1,-1,-2,-6,3.0
3873,A,9,11,D,D,D,W,L,W,1,2,-2,0,8.0
3874,D,13,11,D,D,W,D,W,W,7,-3,2,1,-18.0
3875,D,7,8,L,L,W,W,D,L,0,-9,-1,-4,4.0
3876,D,5,5,L,L,L,D,W,D,-5,-9,0,-4,-2.0
3877,A,10,14,W,L,L,W,W,W,-4,6,-4,-3,15.0
3878,H,6,6,W,D,L,L,D,L,-1,-4,0,0,1.0
3879,D,8,8,L,W,D,D,D,D,-1,0,0,-2,-3.0
3880,H,7,10,L,L,D,L,W,L,-4,-5,-3,-4,-11.0
3881,H,19,6,D,W,L,D,L,L,21,-5,13,9,-14.0
3882,H,9,11,D,D,D,D,L,W,0,-3,-2,0,7.0
3883,D,14,9,W,W,L,W,W,D,3,1,5,2,-4.0
3884,H,12,9,D,D,W,L,D,D,-3,0,3,3,8.0
3885,A,6,8,D,D,W,D,L,L,-9,0,-2,2,-3.0
3886,D,9,11,D,W,D,W,D,D,-9,0,-2,0,2.0
3887,H,6,9,L,L,D,D,L,W,-6,-1,-3,-4,-3.0
3888,A,17,14,W,W,W,W,L,L,7,8,3,6,2.0
3889,A,10,14,L,W,W,D,D,D,-2,7,-4,3,9.0
3890,H,17,6,W,W,L,L,D,D,11,-10,11,1,-14.0
3891,A,9,22,L,D,L,W,D,W,-2,23,-13,-5,9.0
3892,H,10,10,D,W,W,L,L,W,1,-3,0,1,-3.0
3893,H,9,10,L,L,D,D,D,W,-1,-9,-1,-3,-4.0
3894,H,17,15,W,D,D,D,W,W,8,3,2,-1,-2.0
3895,H,6,17,L,D,L,L,W,W,-7,4,-11,-11,10.0
3896,D,11,10,L,D,L,W,L,L,-4,-2,1,1,-3.0
3897,A,12,9,D,W,D,W,L,L,0,-5,3,3,7.0
3898,H,11,12,W,D,L,W,D,D,1,1,-1,0,7.0
3899,H,10,15,L,L,W,W,D,D,-7,-2,-5,-8,0.0
3900,D,11,6,D,W,L,L,L,D,-2,-11,5,0,-8.0
3901,H,9,10,L,L,D,L,D,D,-3,-11,-1,-2,-6.0
3902,D,13,13,W,L,L,W,D,W,-6,2,0,-5,12.0
3903,H,12,15,L,D,W,L,D,W,-1,1,-3,-1,10.0
3904,D,12,12,W,L,L,D,L,D,1,-4,0,0,6.0
3905,H,20,9,W,W,D,W,L,D,10,-6,11,5,-13.0
3906,H,12,10,L,W,D,L,L,L,-3,-4,2,0,2.0
3907,A,20,14,W,W,W,W,W,D,12,5,6,2,-17.0
3908,H,12,25,W,W,L,W,W,D,-4,24,-13,-3,6.0
3909,A,15,17,L,W,D,L,L,W,-3,3,-2,-1,15.0
3910,H,10,12,L,L,L,D,D,W,-6,-2,-2,-2,2.0
3911,D,15,15,L,L,D,W,L,W,-1,-1,0,-1,-9.0
3912,H,13,14,D,D,L,D,W,L,-4,-6,-1,-4,-14.0
3913,H,25,13,L,W,W,D,W,L,22,1,12,5,-11.0
3914,D,14,15,D,W,D,W,L,D,2,1,-1,3,-6.0
3915,D,20,23,W,L,L,W,W,W,5,11,-3,-2,3.0
3916,A,17,12,W,W,W,W,L,L,6,-2,5,6,10.0
3917,D,7,15,D,L,L,L,L,W,-11,-5,-8,-2,-3.0
3918,D,10,15,L,L,D,W,W,W,-12,-2,-5,-4,9.0
3919,A,9,20,L,W,L,L,W,W,-7,11,-11,-5,12.0
3920,D,16,24,W,D,D,D,W,W,-3,11,-8,-5,4.0
3921,D,21,12,D,W,L,L,D,D,5,-3,9,2,-4.0
3922,D,17,13,L,W,W,L,D,W,5,0,4,6,8.0
3923,H,13,16,W,L,L,D,W,W,-5,-2,-3,-7,4.0
3924,H,16,15,D,L,L,W,W,L,-1,-1,1,-2,-6.0
3925,D,8,14,D,D,L,L,D,W,-11,-7,-6,-1,-3.0
3926,H,11,16,D,L,L,D,L,L,-12,-5,-5,-2,-4.0
3927,A,9,16,L,L,W,D,W,L,-9,1,-7,-4,1.0
3928,A,28,16,W,L,W,D,W,L,23,-1,12,2,-12.0
3929,A,15,23,D,D,W,W,L,W,2,13,-8,-3,5.0
3930,A,26,19,W,W,L,W,D,L,14,1,7,7,-1.0
3931,H,13,28,D,L,D,L,W,L,-3,20,-15,-3,8.0
3932,H,15,9,D,L,D,L,L,L,-7,-10,6,2,5.0
3933,H,19,18,W,D,W,D,L,W,2,5,1,-2,-6.0
3934,H,16,9,L,D,W,D,D,D,-4,-11,7,7,-10.0
3935,H,25,14,D,D,W,W,D,L,11,-11,11,6,-14.0
3936,A,16,16,L,D,L,W,W,L,-6,-3,0,-2,9.0
3937,H,15,17,L,W,W,D,W,D,-3,-3,-2,0,4.0
3938,A,14,22,D,L,D,D,D,W,0,5,-8,0,7.0
3939,D,19,15,W,D,W,L,D,D,2,1,4,4,5.0
3940,A,17,26,L,D,W,L,W,W,-5,13,-9,-3,3.0
3941,D,22,18,W,W,D,W,D,L,6,-6,4,2,-6.0
3942,A,16,16,D,L,D,L,L,D,1,-9,0,5,-12.0
3943,D,14,16,L,D,L,W,D,L,-3,-2,-2,-1,3.0
3944,H,28,18,W,D,D,W,L,W,13,-1,10,2,-8.0
3945,D,19,25,W,W,W,W,D,D,0,8,-6,1,6.0
3946,H,9,14,L,D,D,L,W,D,-14,-13,-5,-1,1.0
3947,H,9,20,L,L,L,D,W,D,-11,2,-11,-5,2.0
3948,D,18,28,L,D,L,L,L,W,1,19,-10,1,19.0
3949,H,22,19,W,W,D,W,L,D,2,-1,3,-3,-3.0
3950,H,29,15,W,L,W,D,L,D,15,-3,14,6,-9.0
3951,D,17,25,D,W,D,W,W,W,-2,3,-8,-4,5.0
3952,H,18,12,L,W,L,W,L,L,-7,-10,6,6,-5.0
3953,D,29,16,D,L,L,L,D,L,19,-2,13,1,-7.0
3954,H,26,23,D,W,D,D,W,W,8,6,3,-2,-9.0
3955,D,14,20,L,L,W,D,W,W,-15,0,-6,-6,5.0
3956,H,20,12,L,D,W,W,L,D,1,-12,8,2,-4.0
3957,H,19,19,W,L,L,D,L,D,-6,1,0,-1,0.0
3958,H,19,17,L,W,L,L,L,D,-2,-7,2,2,1.0
3959,H,17,19,L,L,D,W,L,L,-7,-6,-2,1,-14.0
3960,D,17,15,D,L,D,D,L,L,-2,-15,2,-2,-8.0
3961,D,15,23,L,D,L,W,L,D,-4,2,-8,-6,-1.0
3962,H,19,22,L,D,L,W,L,W,-1,1,-3,-5,13.0
3963,A,21,22,D,D,W,W,D,W,0,-5,-1,3,-9.0
3964,A,12,29,L,W,L,W,D,W,-13,9,-17,-4,12.0
3965,H,23,21,L,D,W,W,L,W,5,-4,2,-1,4.0
3966,D,26,30,D,W,W,D,D,L,3,19,-4,6,3.0
3967,H,12,18,L,W,L,D,D,W,-13,-2,-6,-3,6.0
3968,H,34,32,W,W,W,W,W,L,20,16,2,-1,-1.0
3969,D,21,12,W,L,W,L,W,L,-4,-13,9,4,-7.0
3970,H,24,26,D,W,L,W,L,D,2,6,-2,-2,-1.0
3971,A,32,18,W,W,D,D,D,L,11,-2,14,8,-3.0
3972,A,20,27,W,L,L,D,D,W,-9,3,-7,-7,2.0
3973,A,21,21,L,W,L,L,D,D,-5,-1,0,-2,-1.0
3974,H,26,22,W,L,D,L,W,W,6,-5,4,4,-6.0
3975,A,16,12,D,L,D,L,L,W,-4,-15,4,-1,-5.0
3976,H,37,24,W,W,W,D,W,L,22,2,13,5,-11.0
3977,A,22,32,W,L,D,W,W,D,1,11,-10,-6,15.0
3978,A,15,16,W,L,W,D,D,L,-12,-15,-1,1,-1.0
3979,H,32,31,L,W,W,D,D,D,15,19,1,6,2.0
3980,D,19,38,D,L,D,D,W,W,-3,22,-19,-7,7.0
3981,H,32,20,L,W,W,L,W,L,10,-10,12,7,-1.0
3982,A,24,16,W,L,D,L,D,L,1,-6,8,6,-1.0
3983,A,27,25,W,D,W,L,W,W,3,-4,2,-2,-7.0
3984,H,30,22,W,D,D,L,W,L,4,-1,8,7,-16.0
3985,A,22,22,L,L,W,D,L,W,-7,-5,0,-1,10.0
3986,D,13,21,D,L,L,W,D,D,-15,-1,-8,-2,9.0
3987,H,31,26,L,D,D,L,W,L,17,5,5,-4,-13.0
3988,A,22,15,L,L,W,L,W,L,-2,-13,7,0,-8.0
3989,D,19,35,W,D,D,W,L,W,-14,17,-16,-4,13.0
3990,A,19,36,L,D,L,D,W,L,-6,17,-17,-7,6.0
3991,H,25,29,W,L,L,W,L,W,-1,7,-4,-1,-7.0
3992,H,35,25,W,L,W,L,L,W,12,-5,10,3,-15.0
3993,H,24,22,L,W,L,D,W,D,-1,-1,2,-1,3.0
3994,H,27,22,L,W,D,L,D,L,1,-7,5,3,3.0
3995,H,33,19,W,W,D,W,L,D,6,-4,14,6,-8.0
3996,A,22,41,L,L,L,W,D,W,-9,23,-19,-7,18.0
3997,H,16,18,W,D,L,W,L,W,-13,-12,-2,-2,2.0
3998,D,34,20,W,L,D,L,L,W,18,-14,14,3,-5.0
3999,A,20,22,D,W,D,L,L,W,-14,-3,-2,2,-4.0
4000,A,28,22,W,L,L,W,L,D,-4,-5,6,4,11.0
4001,H,19,22,L,W,L,L,L,L,-5,-10,-3,1,-8.0
4002,H,44,27,W,W,D,W,L,W,24,1,17,6,-9.0
4003,D,39,38,W,D,W,W,W,L,20,16,1,-2,-2.0
4004,A,21,27,D,L,L,L,L,W,-14,-1,-6,-3,-7.0
4005,H,25,25,W,L,D,L,W,L,-5,-3,0,1,3.0
4006,D,29,20,L,W,L,L,D,W,6,-15,9,0,-2.0
4007,H,22,36,L,D,W,W,W,W,-3,7,-14,-5,4.0
4008,H,25,17,W,L,L,D,W,D,-2,-13,8,1,3.0
4009,H,18,35,L,W,L,D,W,L,-14,18,-17,0,14.0
4010,H,28,25,L,W,L,L,L,W,-5,-4,3,3,13.0
4011,H,35,25,L,D,W,L,W,L,17,-8,10,1,-9.0
4012,H,41,21,W,W,W,W,L,W,17,-13,20,3,-10.0
4013,H,27,29,L,W,L,L,L,W,0,5,-2,0,-3.0
4014,H,22,28,L,L,L,L,W,L,-13,-5,-6,-6,0.0
4015,A,20,40,W,D,W,D,W,D,-11,20,-20,0,14.0
4016,D,21,22,D,L,D,W,L,W,-15,-2,-1,-1,4.0
4017,D,23,21,D,W,L,L,D,L,-5,-15,2,1,3.0
4018,D,25,25,L,L,W,W,L,D,-4,-2,0,-5,-1.0
4019,D,30,28,W,L,L,W,W,L,2,3,2,-2,-7.0
4020,D,37,48,D,L,W,W,D,W,6,29,-11,-1,2.0
4021,H,43,22,W,D,W,D,D,L,23,-15,21,5,-13.0
4022,H,22,42,D,L,D,D,W,W,-15,17,-20,-8,1.0
4023,A,28,33,L,L,W,W,W,L,-6,3,-5,-6,7.0
4024,D,26,20,D,W,L,L,W,D,-2,-16,6,0,-9.0
4025,H,23,30,D,W,L,W,L,W,-2,2,-7,-2,1.0
4026,H,48,23,W,D,W,L,D,W,29,-10,25,6,-7.0
4027,D,29,37,D,W,W,D,L,W,3,6,-8,-3,16.0
4028,A,21,26,L,W,L,D,L,L,-14,-4,-5,2,8.0
4029,H,28,25,W,L,W,W,L,L,-6,-12,3,4,-10.0
4030,A,30,41,L,D,L,W,W,L,3,23,-11,-6,13.0
4031,A,28,51,L,L,L,W,W,D,-7,30,-23,-10,18.0
4032,A,22,25,L,D,D,W,D,L,-18,-14,-3,-2,10.0
4033,H,29,26,W,D,L,W,D,W,-1,0,3,-3,-5.0
4034,H,46,27,W,W,D,D,D,W,26,-2,19,5,-5.0
4035,H,51,25,W,W,D,W,D,L,30,-14,26,8,-4.0
4036,A,34,41,D,W,W,W,W,L,3,23,-7,-3,12.0
4037,D,25,22,L,W,L,L,D,D,-14,-18,3,0,4.0
4038,D,24,45,D,L,D,W,D,W,-10,18,-21,-8,4.0
4039,A,28,38,L,W,L,D,D,L,-8,6,-10,-2,6.0
4040,A,28,21,L,L,L,D,L,L,-9,-19,7,-2,3.0
4041,H,30,21,L,L,D,L,L,L,-1,-18,9,-2,-1.0
4042,H,26,30,L,W,D,L,D,D,-1,2,-4,-1,-8.0
4043,H,32,30,W,W,D,L,L,W,0,-2,2,1,-4.0
4044,D,28,26,W,W,D,L,W,D,-13,-1,2,1,-6.0
4045,H,27,28,L,D,D,L,L,L,-3,-9,-1,2,-12.0
4046,H,45,26,L,W,D,D,L,W,17,-14,19,6,-15.0
4047,D,30,49,L,D,D,W,W,W,2,27,-19,-5,17.0
4048,H,30,37,L,L,W,W,D,W,-2,4,-7,-4,-2.0
4049,H,41,30,W,D,D,L,L,D,7,-1,11,7,-10.0
4050,H,23,31,D,L,L,L,W,L,-19,-7,-8,-3,6.0
4051,H,24,54,W,L,L,L,W,W,-17,31,-30,-4,13.0
4052,A,44,35,L,W,W,W,W,W,24,2,9,-1,-6.0
4053,A,24,30,W,D,L,W,W,D,-17,-8,-6,-1,8.0
4054,H,50,24,D,W,W,W,L,L,27,-17,26,5,-12.0
4055,H,30,33,W,W,D,W,L,L,-8,-1,-3,2,-2.0
4056,D,31,31,L,W,L,D,L,D,-7,2,0,0,-10.0
4057,D,28,28,L,L,L,L,W,W,-11,-15,0,-7,14.0
4058,D,35,23,W,W,W,D,L,L,2,-19,12,7,-9.0
4059,H,54,46,L,W,W,D,L,W,31,17,8,2,-3.0
4060,A,37,47,L,L,W,W,W,W,1,9,-10,-4,9.0
4061,D,27,24,D,L,D,L,W,D,-17,-18,3,1,3.0
4062,H,33,30,L,W,L,L,W,L,-1,-3,3,-1,6.0
4063,D,30,45,D,W,L,D,L,W,0,24,-15,-2,11.0
4064,A,30,32,L,W,W,D,D,L,-10,2,-2,3,-11.0
4065,D,27,24,D,L,D,L,W,L,-17,-19,3,2,5.0
4066,H,29,47,D,L,L,W,W,W,-11,9,-18,-10,16.0
4067,H,53,33,W,D,W,L,W,L,29,-2,20,7,-8.0
4068,H,29,31,D,L,W,L,L,W,-15,-8,-2,2,-4.0
4069,H,30,37,L,W,L,L,L,W,-3,1,-7,-2,-5.0
4070,D,35,36,W,D,D,W,L,W,4,1,-1,0,6.0
4071,A,27,60,D,W,D,W,W,L,-18,36,-33,-7,14.0
4072,H,25,32,D,L,W,W,D,L,-19,-9,-7,0,-5.0
4073,D,49,31,L,W,D,D,D,W,19,0,18,-1,-7.0
4074,H,25,39,D,L,W,D,W,W,-18,3,-14,-8,10.0
4075,D,33,28,L,L,W,D,D,L,-3,-17,5,0,-9.0
4076,H,48,60,W,D,L,W,W,L,25,36,-12,-2,-1.0
4077,D,56,37,W,W,D,L,L,L,30,0,19,9,-10.0
4078,A,30,28,L,L,W,D,D,L,-12,-17,2,4,-11.0
4079,H,36,30,W,L,W,D,D,L,1,-15,6,-2,8.0
4080,H,32,32,D,D,D,L,D,L,0,-11,0,2,2.0
4081,H,50,27,D,L,W,L,D,W,19,-22,23,0,-11.0
4082,A,36,36,D,W,D,W,W,L,4,0,0,-3,12.0
4083,H,28,34,W,D,L,D,L,L,-16,-3,-6,4,6.0
4084,H,39,60,L,D,W,L,W,W,1,35,-21,1,5.0
4085,D,28,48,W,D,L,D,L,W,-15,7,-20,-3,11.0
4086,A,32,51,L,W,D,W,W,D,-13,27,-19,-6,19.0
4087,D,36,31,W,W,L,D,L,L,0,-12,5,2,-1.0
4088,A,33,28,W,D,D,W,D,L,-12,-15,5,1,-9.0
4089,D,32,32,L,D,L,L,W,D,-11,-13,0,0,-10.0
4090,H,37,35,D,W,W,W,D,D,0,1,2,1,-4.0
4091,H,60,40,L,L,W,W,D,W,33,2,20,-4,-12.0
4092,H,34,36,L,D,L,L,D,W,-6,3,-2,-2,-9.0
4093,D,49,31,D,D,L,W,W,D,7,-13,18,-2,-13.0
4094,D,32,58,W,D,D,D,D,W,-15,30,-26,-3,17.0
4095,H,27,31,L,L,D,L,D,L,-23,-13,-4,1,7.0
4096,H,54,53,W,W,W,W,D,L,29,20,1,2,-4.0
4097,A,38,42,D,L,L,W,L,D,-2,3,-4,-9,6.0
4098,D,58,32,D,D,W,L,L,D,30,-12,26,8,-7.0
4099,H,31,40,L,D,L,W,D,W,-13,2,-9,-6,-5.0
4100,D,40,33,W,D,W,L,L,W,1,-14,7,5,2.0
4101,H,36,32,L,L,D,W,D,W,-1,-14,4,-3,5.0
4102,D,37,55,W,L,D,D,W,W,-2,29,-18,-7,10.0
4103,H,33,45,D,W,D,W,W,L,-15,5,-12,-3,13.0
4104,A,32,63,D,W,W,W,L,L,-13,34,-31,-1,15.0
4105,D,30,50,W,L,L,D,D,D,-22,7,-20,1,12.0
4106,H,35,33,L,W,D,D,L,L,0,-15,2,1,-8.0
4107,H,53,38,L,W,D,L,D,L,18,-4,15,6,-8.0
4108,D,33,34,D,L,L,W,L,D,-12,-12,-1,-2,1.0
4109,H,40,32,L,W,D,D,W,W,1,-13,8,-1,-3.0
4110,H,58,31,W,D,W,D,W,L,30,-22,27,8,-15.0
4111,H,66,38,W,W,L,W,L,W,36,3,28,1,-10.0
4112,A,38,36,L,L,D,W,D,W,-9,-14,2,-8,-7.0
4113,H,53,38,W,D,D,D,W,L,8,-2,15,1,-7.0
4114,A,32,41,L,W,D,D,W,D,-17,1,-9,-3,7.0
4115,H,34,39,D,L,L,W,L,L,-14,2,-5,-2,-14.0
4116,A,33,62,L,D,L,W,D,D,-18,32,-29,-5,17.0
4117,H,45,56,L,W,W,W,L,W,4,23,-11,0,2.0
4118,H,35,38,D,W,L,L,L,D,-12,-9,-3,4,-4.0
4119,A,33,31,L,D,L,D,W,L,-18,-22,2,-1,4.0
4120,H,44,35,W,D,W,D,D,D,4,-12,9,8,-2.0
4121,A,39,61,W,W,D,W,W,D,-13,32,-22,-2,19.0
4122,A,32,37,L,L,D,W,D,L,-18,-13,-5,0,11.0
4123,D,63,48,D,W,D,W,L,W,32,7,15,-2,-4.0
4124,D,39,69,L,W,L,W,W,W,1,38,-30,-5,18.0
4125,H,61,38,W,W,D,W,D,W,32,-10,23,5,-8.0
4126,D,54,63,D,W,D,D,W,D,8,32,-9,0,1.0
4127,D,37,38,W,D,L,L,D,W,-13,-3,-1,2,-5.0
4128,D,33,39,L,L,D,L,W,L,-20,1,-6,-3,0.0
4129,H,61,32,W,W,D,L,L,D,32,-18,29,6,-16.0
4130,H,49,38,D,W,L,L,W,D,7,-12,11,3,-2.0
4131,H,70,47,D,W,W,W,W,D,38,6,23,-1,-6.0
4132,H,38,34,L,L,L,W,L,D,-12,-21,4,-6,-3.0
4133,D,55,39,D,D,W,L,W,W,8,-15,16,-3,-16.0
4134,D,33,39,D,L,L,D,L,W,-20,1,-6,-2,3.0
4135,H,46,64,W,W,L,D,D,W,4,32,-18,2,11.0
4136,A,35,59,L,D,D,W,L,W,-14,21,-24,-6,5.0
4137,H,39,33,D,L,D,D,L,L,-3,-20,6,0,-4.0
4138,H,39,46,D,L,W,W,W,L,1,4,-7,-2,-2.0
4139,H,35,46,L,D,D,W,W,L,-14,4,-11,-6,-4.0
4140,D,34,42,D,L,L,W,D,L,-22,0,-8,-6,9.0
4141,H,67,55,W,W,W,L,D,D,37,7,12,7,-3.0
4142,A,41,42,W,L,L,W,D,L,-10,4,-1,-4,1.0
4143,H,40,41,D,L,W,D,W,W,-15,-12,-1,0,14.0
4144,D,34,47,L,W,L,L,W,W,-23,5,-13,-3,8.0
4145,H,64,73,L,D,D,W,D,W,31,39,-9,-7,1.0
4146,D,38,33,L,L,W,L,D,L,-17,-23,5,3,-6.0
4147,H,52,41,W,D,W,D,D,L,12,1,11,5,-13.0
4148,H,62,32,W,W,L,L,L,L,22,-22,30,8,-12.0
4149,D,41,34,D,W,W,L,W,L,-12,-23,7,1,-10.0
4150,A,46,41,L,L,W,L,W,L,0,-13,5,3,1.0
4151,H,48,62,D,L,W,L,W,W,5,21,-14,-1,3.0
4152,H,41,39,L,D,D,D,L,L,-2,-17,2,0,11.0
4153,D,56,35,D,L,D,D,D,L,7,-22,21,4,-16.0
4154,D,32,38,L,L,L,W,L,L,-23,-14,-6,-5,7.0
4155,H,73,70,L,W,D,W,W,W,38,38,3,-5,1.0
4156,H,43,67,D,W,D,W,L,D,0,32,-24,-2,8.0
4157,H,34,43,D,L,D,W,D,L,-23,-14,-9,-8,-5.0
4158,A,45,55,W,W,D,W,W,D,7,15,-10,0,5.0
4159,H,62,56,L,W,W,D,L,D,21,7,6,3,1.0
4160,D,39,76,D,W,L,W,L,W,-14,39,-37,-5,8.0
4161,H,36,46,D,D,D,L,L,L,-22,-1,-10,-3,6.0
4162,A,44,37,W,L,W,W,D,L,-12,-21,7,1,-2.0
4163,H,43,51,L,W,D,W,D,L,-16,6,-8,-3,12.0
4164,A,67,42,L,W,L,D,L,D,30,-13,25,-3,-3.0
4165,A,39,45,L,D,L,L,W,W,-18,4,-6,-3,-3.0
