,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
1330,A,42,29,W,L,W,W,D,W,20,8,13,-1,-1.0
1331,D,23,45,W,L,W,W,W,D,-2,23,-22,-1,5.0
1332,D,21,30,D,L,D,W,W,D,0,5,-9,-5,-3.0
1333,H,24,28,W,L,D,L,W,L,-3,4,-4,0,-3.0
1334,H,26,17,L,D,D,L,D,D,4,-22,9,0,-12.0
1335,D,26,18,L,L,W,D,D,L,3,-3,8,6,-12.0
1336,H,18,26,L,L,L,L,L,W,-10,-7,-8,-3,-3.0
1337,D,15,21,D,W,L,W,D,L,-23,-3,-6,-3,14.0
1338,H,45,24,W,W,D,W,L,D,23,-3,21,5,-9.0
1339,H,26,26,L,L,W,L,L,W,-7,3,0,-3,5.0
1340,A,22,23,D,W,D,L,D,L,-3,-9,-1,0,-11.0
1341,H,31,15,D,W,W,L,D,W,5,-25,16,5,-8.0
1342,H,28,24,L,L,W,D,W,L,3,-2,4,-7,7.0
1343,A,17,21,L,L,D,W,L,L,-23,-7,-4,2,5.0
1344,H,32,27,W,W,D,W,W,D,9,-3,5,-3,-11.0
1345,H,19,22,L,L,W,D,D,L,-9,0,-3,0,11.0
1346,A,19,42,D,D,D,L,W,L,-3,19,-23,-3,16.0
1347,D,49,29,W,W,W,W,L,D,26,5,20,7,-2.0
1348,H,23,19,L,D,L,L,L,W,-9,-9,4,2,-3.0
1349,A,24,31,D,W,L,D,W,W,-2,5,-7,1,-5.0
1350,D,22,22,L,D,D,L,D,W,-2,-4,0,-2,3.0
1351,D,25,19,D,L,W,L,D,D,-6,-7,6,2,-9.0
1352,H,27,17,L,D,L,L,L,L,2,-24,10,2,-7.0
1353,H,24,32,W,W,L,L,W,W,-6,8,-8,-4,5.0
1354,H,18,50,W,L,D,D,W,W,-24,26,-32,-6,19.0
1355,A,27,49,L,W,W,W,D,W,-4,26,-22,-1,14.0
1356,D,45,30,W,L,W,D,W,L,23,-6,15,2,-9.0
1357,H,30,31,D,W,L,W,L,L,5,4,-1,0,-11.0
1358,D,18,32,W,L,D,L,W,W,-24,8,-14,-3,15.0
1359,D,30,30,D,W,L,D,W,L,-6,5,0,1,10.0
1360,A,37,29,W,W,D,W,W,L,8,-7,8,6,-5.0
1361,H,31,27,L,W,L,W,W,W,2,-5,4,-3,4.0
1362,A,17,28,L,L,L,W,D,L,-25,-3,-11,-6,4.0
1363,A,20,27,D,L,D,L,L,W,-7,-6,-7,-3,4.0
1364,D,33,24,D,L,W,L,L,D,8,-4,9,4,-2.0
1365,H,50,30,L,D,W,W,L,D,25,3,20,6,-7.0
1366,D,22,19,L,W,L,D,W,L,-8,-24,3,-2,0.0
1367,H,52,23,W,W,D,D,L,D,28,-2,29,10,-7.0
1368,A,23,46,D,L,D,D,W,L,-4,23,-23,-1,2.0
1369,H,27,17,L,L,W,L,L,L,-6,-25,10,6,1.0
1370,D,32,34,W,W,W,D,D,L,-6,8,-2,2,12.0
1371,A,25,53,D,L,L,W,L,D,-4,26,-28,-5,6.0
1372,A,28,23,L,W,D,L,D,L,-4,-5,5,2,5.0
1373,H,34,20,D,W,D,L,D,L,7,-12,14,5,-17.0
1374,D,30,34,L,W,L,W,L,W,2,3,-4,-2,-6.0
1375,H,27,23,L,W,W,D,L,W,-6,-8,4,5,-10.0
1376,A,20,55,D,D,W,W,W,W,-24,29,-35,-7,18.0
1377,H,49,37,W,D,W,L,W,W,24,7,12,0,-8.0
1378,D,23,32,L,D,L,D,D,D,-3,-6,-9,-3,-4.0
1379,H,55,30,W,W,W,L,W,L,29,2,25,9,-6.0
1380,H,17,20,L,L,L,L,D,D,-30,-26,-3,-5,-5.0
1381,D,20,33,L,L,D,D,W,W,-14,-6,-13,-8,3.0
1382,H,35,25,W,D,D,L,D,L,-3,-5,10,7,6.0
1383,D,26,37,W,L,D,W,D,W,-4,9,-11,-6,3.0
1384,A,37,30,L,L,W,W,L,W,6,-5,7,-5,2.0
1385,A,35,33,D,W,L,W,W,L,3,1,2,-2,-2.0
1386,H,35,24,D,D,D,D,L,D,8,-3,11,3,-4.0
1387,A,56,31,W,W,L,W,L,W,27,-3,25,3,-10.0
1388,A,23,52,L,D,L,W,W,D,-9,25,-29,-6,16.0
1389,A,33,24,D,W,W,D,L,D,-6,-3,9,7,8.0
1390,H,37,27,L,L,L,D,W,L,4,-4,10,1,6.0
1391,A,55,61,W,W,W,W,W,W,27,33,-6,-2,2.0
1392,D,56,20,L,W,W,W,L,L,26,-27,36,4,-14.0
1393,H,38,31,D,W,D,L,W,L,9,-4,7,2,-8.0
1394,D,31,25,L,D,L,L,L,D,0,-8,6,3,1.0
1395,H,20,35,L,L,D,L,D,W,-29,2,-15,-2,6.0
1396,D,36,36,W,W,W,D,W,D,2,-3,0,2,3.0
1397,D,33,21,W,W,L,D,L,L,-3,-14,12,10,-10.0
1398,H,61,37,W,W,W,L,L,L,33,4,24,9,-10.0
1399,D,27,31,D,W,L,L,D,L,-4,0,-4,1,-2.0
1400,H,26,37,D,L,L,D,W,W,-8,2,-11,-8,-9.0
1401,D,35,57,L,L,D,D,L,W,1,26,-22,-3,13.0
1402,D,22,23,D,D,L,W,L,L,-14,-28,-1,-2,0.0
1403,A,27,55,W,L,D,L,W,W,-2,26,-28,-5,5.0
1404,D,21,39,D,W,L,D,W,D,-27,9,-18,-3,10.0
1405,D,24,41,D,L,L,W,D,W,-11,10,-17,-9,17.0
1406,H,39,31,W,D,W,L,L,W,-1,-6,8,3,2.0
1407,H,39,34,W,D,W,L,D,D,-1,-8,5,1,-4.0
1408,H,31,34,L,L,W,D,W,W,-6,-3,-3,-4,1.0
1409,A,39,22,W,D,W,D,D,L,-1,-14,17,6,-7.0
1410,A,28,67,D,L,D,W,W,W,-5,35,-39,-10,4.0
1411,A,34,58,L,L,D,W,L,W,-10,27,-24,-7,13.0
1412,H,40,34,L,W,L,W,L,L,4,-5,6,-3,1.0
1413,H,29,24,W,D,L,L,D,L,-6,-12,5,3,-13.0
1414,H,36,22,D,L,L,D,D,W,1,-27,14,0,-1.0
1415,H,27,58,L,W,L,D,D,L,-3,26,-31,-4,8.0
1416,H,33,39,D,D,L,L,D,W,0,7,-6,-3,3.0
1417,H,34,42,L,D,W,D,W,D,-4,10,-8,-2,7.0
1418,A,24,37,D,W,L,L,D,W,-28,0,-13,-5,4.0
1419,H,39,24,L,D,W,L,D,L,7,-12,15,4,-15.0
1420,H,70,34,W,W,W,L,L,L,37,-12,36,13,-15.0
1421,A,40,28,W,L,D,L,D,L,4,-7,12,5,10.0
1422,H,61,39,W,W,L,W,D,L,29,3,22,7,-10.0
1423,D,26,32,W,D,D,W,W,D,-13,-5,-6,-1,13.0
1424,H,42,24,W,L,D,L,D,W,10,-32,18,4,-15.0
1425,H,58,37,L,D,D,W,L,D,23,-3,21,-5,-9.0
1426,H,34,42,L,W,L,L,W,W,-6,0,-8,-4,-2.0
1427,H,42,43,L,D,W,W,L,W,9,5,-1,2,-9.0
1428,H,24,36,L,L,D,W,D,D,-15,2,-12,-5,12.0
1429,H,22,30,L,D,D,W,L,W,-29,0,-8,-2,6.0
1430,H,42,25,L,L,W,W,L,D,-2,-28,17,-1,-2.0
1431,A,31,27,W,L,D,W,L,L,-5,-14,4,1,-14.0
1432,A,43,40,L,W,L,L,W,L,3,2,3,-1,-4.0
1433,H,64,24,W,W,W,L,L,D,30,-33,40,8,-16.0
1434,D,33,37,D,W,W,W,L,W,-5,-4,-4,2,-4.0
1435,D,30,39,L,W,L,L,W,D,-1,2,-9,2,-5.0
1436,H,36,37,L,W,D,L,W,L,1,-6,-1,-2,-2.0
1437,D,73,61,W,W,W,W,L,D,38,26,12,10,1.0
1438,H,34,45,L,L,L,W,L,D,-13,11,-11,-7,14.0
1439,D,27,45,D,W,D,W,W,L,-13,11,-18,-3,15.0
1440,D,40,45,D,L,W,W,L,L,2,1,-5,-4,1.0
1441,H,38,37,D,W,L,W,L,L,-4,-12,1,4,-6.0
1442,H,45,34,L,W,L,D,D,W,10,-5,11,-2,-4.0
1443,A,37,67,L,L,W,W,W,W,-7,33,-30,-8,6.0
1444,A,24,39,L,L,L,W,L,W,-36,2,-15,-4,12.0
1445,D,43,31,W,L,W,D,L,W,3,-1,12,0,7.0
1446,H,46,31,D,W,W,L,W,L,11,-6,15,4,-1.0
1447,H,25,28,L,W,L,D,D,W,-31,-13,-3,-2,-5.0
1448,H,74,46,D,W,W,D,W,W,38,11,28,5,-3.0
1449,H,34,37,D,D,W,L,L,W,-5,-7,-3,5,-3.0
1450,A,46,65,D,W,L,W,D,W,1,27,-19,-1,12.0
1451,A,31,28,L,L,W,W,L,W,-10,-30,3,-3,-9.0
1452,D,37,44,L,W,L,D,W,L,-14,3,-7,-4,1.0
1453,D,44,31,D,L,L,D,W,W,2,-13,13,-3,-8.0
1454,D,70,41,W,W,W,W,D,W,34,-2,29,5,-7.0
1455,A,28,41,L,D,D,D,D,L,-14,2,-13,0,6.0
1456,D,32,24,D,D,L,L,L,L,-1,-39,8,4,-11.0
1457,D,48,77,W,L,W,W,D,W,12,40,-29,-6,1.0
1458,H,44,70,D,W,L,W,W,W,3,34,-26,-8,12.0
1459,A,41,31,D,D,L,L,L,W,2,-10,10,2,8.0
1460,A,49,47,L,W,D,W,D,L,13,3,2,3,-7.0
1461,H,42,42,D,W,D,L,W,W,-2,3,0,-1,3.0
1462,H,34,46,W,D,W,L,D,W,-11,0,-12,6,7.0
1463,D,37,33,L,L,L,D,D,D,-10,-1,4,-3,1.0
1464,A,25,38,D,L,L,D,L,W,-39,-14,-13,-3,3.0
1465,D,31,37,W,W,L,W,L,D,-29,-5,-6,1,8.0
1466,H,68,28,W,W,D,L,L,D,28,-16,40,5,-19.0
1467,H,78,31,D,W,D,W,W,L,40,-29,47,2,-13.0
1468,H,31,28,L,L,L,L,L,D,-11,-16,3,-2,-14.0
1469,H,38,37,D,L,W,L,L,L,-14,-10,1,1,7.0
1470,D,48,46,D,W,D,L,L,D,3,-2,2,1,-1.0
1471,D,71,38,L,D,W,D,W,L,33,-5,33,4,-3.0
1472,D,49,44,L,L,W,L,W,D,12,3,5,2,-9.0
1473,A,34,45,D,D,D,W,L,W,-1,5,-11,-5,1.0
1474,H,37,68,W,W,D,L,W,W,-10,27,-31,3,19.0
1475,H,25,45,L,D,L,W,D,W,-40,0,-20,-10,9.0
1476,D,48,50,W,D,D,D,D,W,4,12,-2,0,13.0
1477,H,68,48,L,W,W,D,W,D,27,3,20,5,-11.0
1478,A,38,34,D,W,L,W,L,L,-5,-10,4,0,1.0
1479,H,44,48,L,W,D,D,W,D,3,3,-4,0,2.0
1480,D,28,34,L,L,L,L,D,D,-18,-3,-6,-3,11.0
1481,A,71,50,W,L,W,D,L,L,29,12,21,5,-4.0
1482,A,45,49,L,W,D,D,W,D,-2,4,-4,-1,-5.0
1483,A,45,44,L,W,L,W,W,D,4,-11,1,-1,-9.0
1484,D,47,28,D,L,L,W,L,D,-2,-38,19,1,-7.0
1485,A,32,40,L,D,W,W,W,W,-34,-9,-8,-6,-5.0
1486,H,53,72,W,D,D,D,L,D,13,33,-19,0,-1.0
1487,D,38,82,L,D,L,D,W,D,-12,45,-44,-8,8.0
1488,D,82,47,D,W,D,D,L,L,45,-2,35,4,-11.0
1489,H,37,71,W,W,L,W,L,W,-9,29,-34,-4,5.0
1490,D,48,29,L,L,D,D,L,L,-1,-18,19,4,-8.0
1491,H,72,45,L,D,L,L,L,W,32,0,27,-1,-4.0
1492,H,35,53,D,L,D,L,W,D,-3,12,-18,-4,6.0
1493,D,41,48,D,W,W,W,D,L,-9,5,-7,3,6.0
1494,H,29,39,D,W,L,L,D,D,-38,-6,-10,0,13.0
1495,H,52,39,W,D,W,D,L,D,5,-12,13,7,6.0
1496,H,47,32,W,W,W,L,L,D,-10,-35,15,3,2.0
1497,H,53,45,W,D,L,L,L,W,13,-3,8,0,-6.0
1498,D,41,83,D,W,W,D,D,W,-9,45,-42,2,18.0
1499,A,48,53,D,D,L,W,D,L,-2,13,-5,-4,8.0
1500,A,39,50,L,L,D,W,W,W,-7,-7,-11,-8,-10.0
1501,D,32,49,L,L,L,D,L,L,-38,-1,-17,-1,3.0
1502,H,30,42,D,D,L,D,D,W,-18,-9,-12,-9,0.0
1503,D,71,75,L,L,W,W,L,D,27,36,-4,1,-3.0
1504,H,45,38,L,L,L,W,D,L,-5,-2,7,-2,2.0
1505,D,46,55,D,L,L,W,W,D,0,6,-9,-7,-8.0
1506,H,39,43,L,D,L,W,W,W,-13,-7,-4,-10,4.0
1507,A,49,84,D,W,D,D,D,D,5,45,-35,1,12.0
1508,D,54,32,D,L,W,W,D,W,12,-37,22,-2,-17.0
1509,D,46,54,D,L,L,D,L,W,0,12,-8,-2,5.0
1510,H,87,33,W,D,D,W,D,D,46,-16,54,4,-18.0
1511,A,56,72,D,W,W,D,L,L,6,27,-16,7,15.0
1512,D,43,49,L,W,W,L,D,D,-8,-5,-6,9,-7.0
1513,A,53,49,W,W,W,L,D,W,-6,4,4,10,3.0
1514,H,50,47,D,D,L,D,D,L,-1,0,3,-2,4.0
1515,H,76,33,D,W,L,D,L,L,36,-38,43,3,-11.0
1516,D,59,55,W,W,W,D,D,L,18,12,4,4,2.0
1517,H,38,39,L,W,D,L,L,L,-3,-8,-1,3,2.0
1518,H,42,48,L,D,D,W,L,L,-11,-4,-6,2,9.0
1519,A,33,42,D,W,D,W,L,D,-37,-12,-9,3,10.0
1550,H,9,3,W,W,W,L,W,L,4,-2,6,6,-10.0
1551,H,6,3,W,W,L,D,D,D,0,0,3,3,-3.0
1552,H,1,6,L,L,D,W,W,L,-2,1,-5,-5,9.0
1553,H,4,1,W,L,D,L,L,D,0,-4,3,3,-9.0
1554,A,2,9,D,L,D,W,W,W,-1,8,-7,-7,19.0
1555,H,5,4,D,W,D,W,L,D,1,0,1,1,5.0
1556,H,6,4,W,L,W,L,W,D,2,0,2,2,4.0
1557,D,4,6,D,W,L,W,W,L,0,0,-2,-2,-14.0
1558,H,4,4,W,L,D,L,W,D,0,0,0,0,4.0
1559,D,4,9,L,D,W,W,W,W,-1,4,-5,-5,4.0
1560,D,9,5,W,W,L,D,D,W,3,0,4,4,5.0
1561,A,4,12,L,L,W,W,W,W,-1,11,-8,-8,8.0
1562,H,7,3,W,L,W,L,D,D,3,-1,4,4,-16.0
1563,A,4,7,W,L,L,D,W,W,2,0,-3,-3,-1.0
1564,H,7,4,W,W,L,L,W,L,1,-1,3,3,1.0
1565,H,2,2,L,D,L,D,L,L,-3,-4,0,0,-10.0
1566,H,7,1,W,W,L,L,L,L,2,-5,6,6,-7.0
1567,D,8,2,W,D,W,L,D,L,2,-4,6,6,-5.0
1568,D,6,3,L,W,W,L,L,W,-3,-3,3,3,-5.0
1569,D,12,9,W,W,W,W,W,L,11,3,3,3,-7.0
1570,D,4,7,L,L,W,D,L,W,-2,-3,-3,-3,3.0
1571,H,2,7,L,D,L,L,W,W,-7,1,-5,-5,2.0
1572,A,1,4,L,L,L,L,W,L,-7,1,-3,-3,4.0
1573,D,3,8,D,L,D,D,W,L,-4,1,-5,-5,14.0
1574,D,3,4,L,L,D,L,L,L,-4,-4,-1,-1,11.0
1575,D,13,9,D,W,W,D,W,D,5,2,4,4,-13.0
1576,H,10,10,W,D,W,W,W,W,1,2,0,0,6.0
1577,A,4,5,D,L,L,W,L,D,-3,0,-1,-1,7.0
1578,H,6,7,D,D,D,L,W,L,0,2,-1,-1,-1.0
1579,D,8,1,D,W,L,L,L,L,1,-7,7,7,-14.0
1580,D,11,5,D,D,W,D,L,L,3,-2,6,4,-2.0
1581,H,5,4,D,L,L,L,D,L,-4,-4,1,0,-3.0
1582,H,10,4,W,L,W,D,D,L,5,-4,6,6,-16.0
1583,A,7,16,W,L,W,D,W,W,2,14,-9,-7,15.0
1584,A,10,14,L,W,W,D,D,W,1,5,-4,-2,9.0
1585,H,8,4,W,W,L,D,L,L,1,-4,4,4,-15.0
1586,A,10,9,D,D,W,W,D,D,2,1,1,0,12.0
1587,A,7,13,L,L,W,W,W,D,0,2,-6,-7,-4.0
1588,H,8,5,D,D,L,W,L,D,-3,-6,3,4,-8.0
1589,H,16,8,D,W,W,D,D,L,14,-3,8,5,-6.0
1590,D,5,10,L,W,L,D,D,D,-7,1,-5,-2,9.0
1591,A,16,10,W,W,W,L,D,D,3,1,6,7,2.0
1592,D,4,8,L,D,D,D,L,L,-7,0,-4,-4,7.0
1593,D,4,7,L,L,D,L,W,L,-5,1,-3,-5,-4.0
1594,H,4,12,L,D,L,D,D,D,-6,3,-8,-7,12.0
1595,D,6,11,D,D,L,W,W,W,-2,3,-5,-5,5.0
1596,H,17,10,W,D,D,L,W,L,6,4,7,5,-2.0
1597,D,12,10,W,W,D,L,L,W,2,0,2,0,-8.0
1598,H,2,8,D,L,L,W,D,L,-8,-3,-6,-3,11.0
1599,H,19,10,W,D,W,D,D,D,15,1,9,7,-5.0
1600,D,7,13,D,D,D,D,W,W,-2,2,-6,-6,7.0
1601,A,6,11,D,L,W,D,L,L,-7,0,-5,-2,4.0
1602,H,12,5,L,D,D,W,D,L,2,-6,7,2,-12.0
1603,H,16,5,L,W,W,D,L,L,2,-5,11,8,5.0
1604,A,8,13,L,W,D,W,L,W,-5,6,-5,-5,5.0
1605,H,8,20,D,L,W,W,W,D,1,7,-12,-4,14.0
1606,D,7,5,W,L,D,D,L,D,-5,-7,2,1,0.0
1607,D,11,12,L,W,D,D,W,W,-6,3,-1,-5,2.0
1608,H,11,13,W,D,L,W,L,D,1,2,-2,-1,-2.0
1609,H,11,8,D,D,D,L,W,D,1,-5,3,3,-3.0
1610,H,20,6,L,W,W,L,D,L,6,-11,14,4,-13.0
1611,H,5,8,L,W,D,D,W,L,-7,-5,-3,-1,0.0
1612,H,16,12,W,W,L,D,L,W,8,-6,4,3,-3.0
1613,A,6,19,D,D,L,W,L,W,-7,3,-13,-8,3.0
1614,A,13,15,L,W,L,W,L,D,1,3,-2,-1,7.0
1615,H,14,25,D,D,W,W,W,W,2,21,-11,-4,2.0
1616,D,14,12,W,D,L,D,W,D,4,1,2,2,-2.0
1617,H,13,11,D,D,W,W,D,L,3,2,2,4,-11.0
1618,D,5,8,L,D,L,D,D,D,-6,-2,-3,-2,2.0
1619,D,25,5,W,W,W,L,D,L,21,-6,20,11,-11.0
1620,A,9,8,D,D,D,W,L,W,-2,-4,1,-2,-10.0
1621,D,6,17,L,L,D,D,W,W,-15,8,-11,-6,11.0
1622,A,12,15,L,D,L,D,W,D,-8,4,-3,0,-4.0
1623,D,22,14,W,W,L,W,L,D,4,1,8,6,11.0
1624,H,8,13,L,L,L,L,L,W,-9,0,-5,0,-6.0
1625,H,15,17,W,D,W,W,D,D,3,4,-2,-3,10.0
1626,A,8,23,L,D,W,W,L,W,-8,10,-15,-5,18.0
1627,H,18,16,W,W,L,W,D,D,4,4,2,-3,3.0
1628,D,11,6,L,W,D,L,D,D,1,-8,5,4,-4.0
1629,H,14,15,W,L,D,W,D,W,1,3,-1,-2,-7.0
1630,H,26,23,W,W,L,D,W,W,13,4,3,2,-15.0
1631,D,11,26,W,W,L,D,L,W,-3,19,-15,0,19.0
1632,A,17,9,L,D,W,L,D,D,7,-3,8,3,-6.0
1633,D,7,7,D,L,D,D,L,L,-8,-15,0,1,5.0
1634,D,7,8,D,D,L,L,L,D,-6,-11,-1,-1,-8.0
1635,A,13,12,L,L,L,L,L,D,-2,-9,1,-1,8.0
1636,D,17,12,L,W,D,D,L,W,2,1,5,3,-13.0
1637,D,18,21,W,D,W,W,W,W,5,5,-3,-2,3.0
1638,A,16,11,L,W,D,W,L,L,3,-7,5,2,-4.0
1639,A,9,23,L,D,D,D,W,W,-3,4,-14,-6,-7.0
1640,A,22,18,D,W,W,W,D,W,5,4,4,2,2.0
1641,H,15,8,W,L,L,D,D,L,-8,-8,7,0,-13.0
1642,A,14,29,W,W,L,W,W,W,-4,14,-15,-6,7.0
1643,H,20,12,W,L,D,D,W,W,8,-3,8,0,-16.0
1644,D,13,8,D,D,L,D,D,L,1,-15,5,3,1.0
1645,H,8,15,D,D,D,L,L,W,-6,-1,-7,-3,-1.0
1646,A,13,27,L,L,L,D,D,L,-3,19,-14,-5,14.0
1647,A,16,18,L,L,W,D,L,W,0,2,-2,-1,2.0
1648,A,9,19,D,L,L,D,W,D,-11,5,-10,-4,9.0
1649,D,27,9,D,D,L,D,L,L,19,-11,18,3,-19.0
1650,D,32,22,W,W,W,L,D,W,17,4,10,2,-6.0
1651,A,12,16,L,D,W,L,L,L,-4,-2,-4,3,15.0
1652,H,26,14,W,L,D,L,W,W,4,-7,12,4,8.0
1653,H,21,18,W,D,L,W,W,L,4,-4,3,1,-4.0
1654,H,22,20,W,D,W,L,W,L,6,6,2,4,7.0
1655,H,8,11,L,D,D,W,D,D,-12,-5,-3,-3,8.0
1656,A,15,14,L,L,L,D,D,D,-3,1,1,-2,-3.0
1657,D,9,12,D,D,D,L,W,L,-15,-3,-3,-2,5.0
1658,H,21,13,W,W,D,L,L,L,5,-4,8,10,-9.0
1659,D,12,8,L,W,L,L,D,D,-3,-12,4,2,-10.0
1660,A,23,18,D,L,D,W,L,L,4,-2,5,2,-5.0
1661,A,18,33,L,W,W,D,W,W,-6,17,-15,-7,5.0
1662,A,14,10,L,L,W,D,D,D,-8,-15,4,2,-6.0
1663,H,17,24,W,D,D,W,W,W,3,6,-7,-7,10.0
1664,D,11,12,L,W,D,L,L,D,-6,-6,-1,-1,-8.0
1665,A,10,24,D,L,D,W,W,D,-12,6,-14,-8,17.0
1666,H,23,31,W,L,W,D,W,D,7,20,-8,1,3.0
1667,D,19,29,W,L,L,W,W,L,0,5,-10,-4,-12.0
1668,H,13,25,L,L,L,W,W,D,-5,8,-12,-11,4.0
1669,H,31,13,D,W,D,D,L,W,20,-3,18,1,-9.0
1670,D,24,24,L,W,W,D,W,L,4,7,0,3,2.0
1671,A,13,16,W,D,D,W,L,L,-13,-3,-3,4,0.0
1672,H,36,20,W,D,W,D,W,L,21,0,16,9,-3.0
1673,H,30,23,D,W,W,L,D,L,5,3,7,3,9.0
1674,H,27,12,W,W,W,D,L,W,9,-6,15,4,-9.0
1675,A,12,14,D,W,L,L,L,L,-11,-10,-2,0,11.0
1676,H,21,10,W,W,L,L,D,L,-1,-15,11,4,-7.0
1677,A,13,18,D,L,L,L,L,W,-6,-10,-5,-1,13.0
1678,H,25,20,L,W,W,W,W,D,6,5,5,1,-5.0
1679,D,13,13,D,L,L,W,D,D,-6,-13,0,-2,5.0
1680,H,33,24,W,D,W,L,D,W,6,6,9,3,13.0
1681,A,20,19,L,W,W,W,W,L,4,-2,1,2,1.0
1682,D,20,22,L,D,W,D,W,W,-4,-1,-2,-3,-8.0
1683,H,12,23,L,D,W,L,L,D,-12,2,-11,3,12.0
1684,D,12,28,L,D,L,W,L,W,-9,7,-16,-5,1.0
1685,A,10,21,L,L,D,W,L,L,-16,-9,-11,-7,13.0
1686,D,34,39,W,L,D,W,W,D,22,25,-5,-5,-1.0
1687,A,25,14,D,L,W,L,D,D,4,-6,11,5,-4.0
1688,D,17,30,W,L,L,W,W,W,-9,12,-13,-7,6.0
1689,D,24,22,L,D,W,D,W,W,6,-1,2,0,-9.0
1690,H,17,10,W,L,D,L,L,L,-5,-17,7,4,-10.0
1691,D,14,36,D,L,W,W,W,D,-14,7,-22,-7,-2.0
1692,A,23,20,L,L,L,L,L,W,1,3,3,-6,-8.0
1693,H,40,15,D,W,W,W,L,D,25,-11,25,4,-18.0
1694,H,31,14,D,W,W,D,L,D,12,-7,17,11,-17.0
1695,H,29,25,D,W,L,L,D,L,7,3,4,3,5.0
1696,H,22,13,W,W,W,D,L,D,-1,-9,9,4,3.0
1697,H,25,21,D,L,D,D,L,D,6,-4,4,0,-1.0
1698,A,23,35,D,D,W,D,W,L,-1,22,-12,0,12.0
1699,H,24,18,W,W,L,D,W,L,-8,-9,6,5,-2.0
1700,H,38,18,W,D,W,L,D,W,23,-10,20,4,-8.0
1701,H,20,32,W,W,L,W,D,W,-1,10,-12,-2,-1.0
1702,D,15,21,D,D,L,L,D,L,-14,-6,-6,1,10.0
1703,H,43,25,W,D,W,L,L,D,29,0,18,7,-4.0
1704,A,14,23,L,D,L,L,D,D,-10,-2,-9,-6,7.0
1705,H,37,23,D,W,W,W,L,L,7,4,14,2,1.0
1706,H,34,23,W,D,W,L,L,L,15,0,11,12,-5.0
1707,A,15,25,L,W,L,W,W,W,-15,3,-10,-5,5.0
1708,D,13,27,L,D,L,W,W,W,-13,-7,-14,-7,5.0
1709,A,10,28,L,L,L,W,D,L,-21,8,-18,-7,16.0
1710,A,25,37,L,L,L,W,W,D,-1,17,-12,-12,3.0
1711,A,23,16,L,L,L,D,D,D,-2,-14,7,-6,-7.0
1712,H,28,40,D,W,W,W,D,W,-7,8,-12,-1,-10.0
1713,A,18,23,L,L,D,W,W,W,-12,1,-5,-6,-1.0
1714,H,31,14,W,W,D,D,L,D,13,-13,17,5,-8.0
1715,D,23,10,L,W,L,L,L,L,3,-26,13,6,-4.0
1716,H,32,15,L,W,D,L,L,W,8,-17,17,3,-9.0
1717,A,26,46,W,L,D,W,W,D,-1,30,-20,-5,11.0
1718,D,28,14,W,W,W,L,L,D,5,-11,14,13,-5.0
1719,A,22,41,D,L,D,W,W,D,-6,25,-19,-7,4.0
1720,H,25,19,L,L,L,W,D,D,-2,-13,6,-5,-9.0
1721,D,23,11,L,L,L,D,L,L,-3,-26,12,-1,-12.0
1722,A,31,44,W,D,W,W,W,W,-5,26,-13,0,6.0
1723,H,18,15,L,L,L,D,L,L,-13,-11,3,2,-11.0
1724,A,34,49,W,W,W,W,W,W,14,32,-15,-3,2.0
1725,H,24,14,D,L,W,L,D,L,3,-14,10,2,4.0
1726,A,35,40,W,L,W,W,W,W,10,18,-5,-3,8.0
1727,H,22,26,L,D,L,W,W,W,-7,2,-4,-10,-5.0
1728,D,26,15,L,W,L,L,L,L,-3,-19,11,2,-7.0
1729,H,29,40,D,W,W,L,W,D,5,6,-11,3,-2.0
1730,H,19,31,L,W,D,L,W,D,-14,-7,-12,-4,8.0
1731,H,15,28,L,D,L,W,L,L,-13,-1,-13,-1,14.0
1732,A,16,34,D,L,L,L,W,W,-19,13,-18,-6,16.0
1733,D,12,25,D,D,L,W,L,D,-26,-6,-13,-3,15.0
1734,D,47,27,W,W,W,W,D,L,28,4,20,6,-15.0
1735,A,26,24,L,W,W,D,L,L,1,-3,2,11,2.0
1736,H,52,35,W,W,W,L,W,L,33,8,17,6,-9.0
1737,H,40,27,L,L,W,D,L,W,3,-3,13,2,4.0
1738,D,43,32,W,W,W,W,D,W,20,8,11,0,-12.0
1739,D,14,21,L,L,D,W,L,L,-15,-11,-7,-2,3.0
1740,H,28,16,L,W,L,L,D,L,-3,-20,12,2,-14.0
1741,H,27,48,W,D,L,D,W,W,-2,28,-21,-9,7.0
1742,H,31,26,L,L,W,L,L,W,-8,0,5,-2,-3.0
1743,A,37,44,W,L,W,D,W,W,14,20,-7,-1,1.0
1744,H,28,18,D,W,D,W,L,D,4,-11,10,4,-4.0
1745,H,26,15,D,W,L,D,L,L,-6,-15,11,3,-7.0
1746,A,27,22,L,D,L,W,L,W,-4,-13,5,-4,-2.0
1747,A,33,55,D,W,D,W,W,W,8,35,-22,-4,13.0
1748,H,22,13,D,W,L,D,D,D,-11,-26,9,1,-11.0
1749,D,35,43,L,L,W,W,L,L,6,4,-8,-1,-6.0
1750,A,26,25,L,L,L,W,D,W,-2,-10,1,-1,1.0
1751,H,58,27,W,W,W,L,L,D,37,-5,31,11,-11.0
